,Date_added,GRE_Q,GRE_V,GRE_W,GRE_sub,ST,Undergrad_GPA,admission_date,admission_status,admission_via,degree,institution,notes,program,season
9177,11 Mar 2011,800.0,680.0,3.0,,U,3.3,11 Mar 2011,Accepted,E-mail,Masters,University Of Pennsylvania (UPenn),,"Statistics, Measurement, And Research Technology",F11
9178,11 Mar 2011,,,,,I,,11 Mar 2011,Accepted,E-mail,PhD,Georgia Institute Of Technology (Gatech),Gatech ISyE ranking 1st in USNEWS,Statistics Gp At ISyE,F11
9179,11 Mar 2011,,,,,,,11 Mar 2011,Accepted,E-mail,PhD,George Mason University,Funding Decisions not made yet.,Statistics,F11
9180,11 Mar 2011,,,,,I,,11 Mar 2011,Rejected,E-mail,Masters,UIUC,applied too late....after the first round result came out.....sad.....got bless me.......,Statistics,F11
9181,11 Mar 2011,,,,,I,,11 Mar 2011,Accepted,E-mail,PhD,University Of Iowa,official letter will come later~,Statistics,F11
9182,10 Mar 2011,,,,,U,,10 Mar 2011,Accepted,E-mail,PhD,University Of Iowa,with funding,Statistics,F11
9183,10 Mar 2011,800.0,720.0,0.0,,I,,1 Mar 2011,Accepted,E-mail,PhD,University Of Florida (Gainesville),TA,Applied Statistics,F11
9184,10 Mar 2011,710.0,800.0,4.5,,U,3.7,10 Mar 2011,Accepted,Website,PhD,George Washington University,No funding. Who goes to this stupid program with his fund ??,Statistics,F11
9185,10 Mar 2011,,,,,I,,10 Mar 2011,Accepted,E-mail,Masters,The George Washington University,Good luck.,Statistics,F11
9186,10 Mar 2011,,,,,I,,10 Mar 2011,Accepted,E-mail,PhD,SUNY - Stony Brook University,,Applied Math And Statistics (AMS),F11
9187,10 Mar 2011,0.0,0.0,3.0,910.0,I,,10 Mar 2011,Accepted,E-mail,PhD,SUNY - Stony Brook University,...finally an offer...,Applied Math And Statistics (AMS),F11
9188,10 Mar 2011,,,,,I,,10 Mar 2011,Accepted,E-mail,PhD,SUNY-Stony Brook,,AMS-statistics Track,F11
9189,10 Mar 2011,800.0,650.0,3.0,,I,3.79,10 Mar 2011,Accepted,E-mail,PhD,SUNY - Stony Brook University,Thanks god..I am soooooo happy!!!!!!!!!,Applied Mathematics And Statistics (Computational Biology),F11
9190,10 Mar 2011,,,,,I,,10 Mar 2011,Rejected,E-mail,PhD,University Of Missouri - Columbia,,Statistics,F11
9191,9 Mar 2011,,,,,,,9 Mar 2011,Accepted,Website,Masters,"California State University, East Bay",,Applied  Statistics,F11
9192,9 Mar 2011,800.0,650.0,0.0,,A,,9 Mar 2011,Rejected,E-mail,PhD,Columbia (GSAS),4.0 Masters stats.  No love for the Americans it seems.,Applied  Statistics,F11
9193,9 Mar 2011,800.0,600.0,4.5,,A,3.74,7 Mar 2011,Wait listed,E-mail,PhD,University Of Pennsylvania (UPenn) Wharton,"If anyone who was admitted isn't accepting the offer, please let them know.",Statistics,F11
9194,9 Mar 2011,800.0,600.0,4.5,,A,3.74,8 Mar 2011,Rejected,E-mail,PhD,Columbia (GSAS),"E-mailed the Dood, did not make the list.",Statistics,F11
9195,9 Mar 2011,,,,,I,,9 Mar 2011,Rejected,E-mail,PhD,University Of Missouri - Columbia,,Statistics,F11
9196,9 Mar 2011,,,,,I,,8 Mar 2011,Accepted,E-mail,PhD,University Of Florida,,Statistics,F11
9197,9 Mar 2011,,,,,I,,4 Mar 2011,Wait listed,E-mail,PhD,Duke University,"Anybody who's got offers but doesn't plan to go, please decline it. I do wish to join this program. Thanks!",Department Of Statistics,F11
9198,9 Mar 2011,,,,,U,,8 Mar 2011,Wait listed,E-mail,PhD,Maryland - College Park,"Anyone who's admitted but not going, please tell them asap, I really want to go there!",Department Of Statistics,F11
9199,8 Mar 2011,,,,,U,,8 Mar 2011,Accepted,E-mail,PhD,Ohio State University (OSU),"TA + tuition waiver. Fellowship result not decided yet, but it might supersede the TA amount.",Department Of Statistics,F11
9200,8 Mar 2011,,,,,U,,8 Mar 2011,Wait listed,E-mail,PhD,Columbia (GSAS),,Department Of Statistics,F11
9201,8 Mar 2011,,,,,U,,8 Mar 2011,Rejected,E-mail,PhD,Harvard Graduate Schol Of Arts And Sciences,,Department Of Statistics,F11
9202,8 Mar 2011,,,,,U,,8 Mar 2011,Rejected,E-mail,PhD,University Of Missouri - Columbia,"This came as a shock. Was quite sure I'd get in.  Anyhow, already got accepted elsewhere.",Department Of Statistics,F11
9203,8 Mar 2011,,,,,I,,8 Mar 2011,Accepted,E-mail,PhD,University Of Florida(UFL),TA,Statistics,F11
9204,8 Mar 2011,,,,,A,,8 Mar 2011,,Other,PhD,University Of Michigan - Ann Arbor,Can anyone tell me who is the director of UMich stat PhD? who should I email to for the result?,Statistics,F11
9205,8 Mar 2011,800.0,770.0,4.5,810.0,A,3.0,7 Mar 2011,Accepted,E-mail,PhD,University Of Georgia Athens,"No funding for first year, though.  Will probably decline.",Statistics,F11
9206,8 Mar 2011,,,,,I,,5 Mar 2011,Accepted,E-mail,PhD,Columbia University (GSAS),Email from the dude....Full fellowship for 5 years..,Statistics,F11
9207,8 Mar 2011,,,,,I,,8 Mar 2011,Other,Other,PhD,Rutgers University,"For those who are accepted by Rutgers, will anyone decline? Are there anyone waitlisted?",Statistics,F11
9208,8 Mar 2011,,,,,I,,7 Mar 2011,Rejected,E-mail,PhD,"University Of Wisconsin, Madison",,Statistics,F11
9209,8 Mar 2011,,,,,I,,7 Mar 2011,Accepted,Postal Service,Masters,University Of Connecticut,,Statistics,F11
9210,8 Mar 2011,,,,,I,,8 Mar 2011,Accepted,E-mail,Masters,Boston University (BU),,Statistics,F11
9211,8 Mar 2011,,,,,A,,7 Mar 2011,Rejected,E-mail,PhD,Columbia University (GSAS),Emailed Dood Kalicharan to check status and was informed that I had not made the final list,Statistics,F11
9212,8 Mar 2011,,,,,I,,8 Mar 2011,Accepted,E-mail,Masters,Boston University,,Statistics,F11
9213,7 Mar 2011,,,,,I,,7 Mar 2011,Rejected,E-mail,PhD,Columbia (GSAS),bah.. - emailed Kalicharan asking the status,Department Of Statistics,F11
9214,7 Mar 2011,,,,,U,,7 Mar 2011,Wait listed,E-mail,PhD,Columbia University,need to wait until April...,Department Of Statistics,F11
9215,7 Mar 2011,,,,,O,,7 Mar 2011,Rejected,E-mail,PhD,"University Of Wisconsin, Madison",emailed to ask,Statistics,F11
9216,7 Mar 2011,,,,,A,,5 Mar 2011,Accepted,Postal Service,Masters,"Univ. Of Wisconsin, Madison",,Department Of Statistics,F11
9217,7 Mar 2011,,,,,I,,4 Mar 2011,Accepted,E-mail,Masters,University Of Arizona,no money,Department Of Statistics,F11
9218,7 Mar 2011,800.0,520.0,4.5,,U,3.9,7 Mar 2011,Accepted,E-mail,PhD,Johns Hopkins University (JHU),One publication. Graduated top 5 from a big public school.,Applied Math And Statistics,F11
9219,6 Mar 2011,,,,,,,4 Mar 2011,Rejected,Website,PhD,UC Santa Barbara,,Applied Probability And Statistics,F11
9220,6 Mar 2011,,,,,I,,1 Mar 2011,Rejected,E-mail,PhD,UC Santa Cruz (UCSC),,Statistics,F11
9221,6 Mar 2011,,,,,I,,6 Mar 2011,Accepted,Postal Service,PhD,University Of Wisconsin -Madison,TA,Statistics,F11
9222,6 Mar 2011,,,,,A,,25 Feb 2011,Accepted,Phone,PhD,UC Santa Barbara,,Applied Probability And Statistics,F11
9223,6 Mar 2011,,,,,I,,6 Mar 2011,Accepted,Postal Service,Masters,Michigan State University (MSU),,Department Of Statistics,F11
9224,6 Mar 2011,,,,,A,,5 Mar 2011,Accepted,E-mail,PhD,Columbia (GSAS),,Statistics,F11
9225,6 Mar 2011,,,,,U,,5 Mar 2011,Accepted,E-mail,PhD,Columbia University,,Statistics,F11
9226,5 Mar 2011,,,,,I,,5 Mar 2011,Accepted,E-mail,PhD,Columbia University (GSAS),Email from the Dood....full fellowship for 5 years.,Statistics,F11
9227,5 Mar 2011,,,,,I,,4 Mar 2011,Accepted,E-mail,PhD,Purdue University - West Lafayette,,Statistics,F11
9228,5 Mar 2011,,,,,I,,5 Mar 2011,Accepted,E-mail,Masters,University Of Delaware (UDel),,Statistics,F11
9229,5 Mar 2011,,,,,I,,5 Mar 2011,Accepted,E-mail,Masters,University Of Virginia (UVA),,Statistics,F11
9230,5 Mar 2011,,,,,I,,4 Mar 2011,Rejected,E-mail,Masters,Harvard Graduate School Of Arts And Sciences,send email to ask my application status....so sad......,Statistics,F11
9231,5 Mar 2011,,,,,I,,5 Mar 2011,Accepted,E-mail,PhD,Purdue  University,TAship,Statistics,F11
9232,5 Mar 2011,,,,,U,,5 Mar 2011,Accepted,E-mail,Masters,Carnegie Mellon University (CMU),"Get about 15k support, while have to pay 36k tuition + living expenses. Don't know where to get the damn money but at least this is better than UMich, Wisconsin & Minnesota who admitted me too (MS) without any money. Plus, t'is a 1 year program. Probably work my *ss off to pay the loan.",Statistics,F11
9233,5 Mar 2011,,,,,I,,5 Mar 2011,Accepted,E-mail,Masters,Virginia University,,Statistics,F11
9234,5 Mar 2011,,,,,I,,5 Mar 2011,Rejected,E-mail,Masters,Harvard University,"email to ask about my application status,when I wake up to check,fu**.......

2 ad 2 rej!!!",Statistics,F11
9235,4 Mar 2011,,,,,I,,4 Mar 2011,Rejected,E-mail,Masters,Harvard Graduate School Of Arts And Sciences,sign...,Statistics,F11
9236,4 Mar 2011,,,,,I,,4 Mar 2011,Rejected,Other,Masters,Harvard Graduate School Of Arts And Sciences,In response for my email asking about my application status. Good luck to all!,Statistics,F11
9237,4 Mar 2011,,,,,I,,4 Mar 2011,Rejected,E-mail,PhD,The Wharton School - University Of Pennsylvania,"Also emailed Dylan...
""due to the small size of our program, the department will not be able to offer you a position.  I am sorry to inform you of this news.""",Statistics,F11
9238,4 Mar 2011,790.0,590.0,3.5,,I,3.7,4 Mar 2011,Rejected,E-mail,Masters,Penn State (PSU),this is confirm rejection。。。%>_,Statistics,F11
9239,4 Mar 2011,,,,,A,,4 Mar 2011,Accepted,E-mail,Masters,San Diego State University (SDSU),,Statistics,F11
9240,4 Mar 2011,,,,,U,,4 Mar 2011,Other,E-mail,PhD,Texas A & M University (TAMU),"To the question below: I emailed to ask the secretary, later that day I got the rejection below forwarded to undisclosed-recipients from a different staff. Next day I got the answer to my question from the secretary, saying that the result is not available. I guess the rejection was sent out independently.",Department Of Statistics,F11
9241,3 Mar 2011,,,,,A,,28 Feb 2011,Accepted,E-mail,PhD,University Of Missouri,full funding,Statistics,F11
9242,3 Mar 2011,,,,,U,,3 Mar 2011,Rejected,E-mail,PhD,Chicago Booth School Of Business,,Econometrics & Statistics,F11
9243,3 Mar 2011,,,,,A,,3 Mar 2011,Rejected,E-mail,PhD,Chicago Booth School Of Business,,Econometrics & Statistics,F11
9244,3 Mar 2011,,,,,U,,3 Mar 2011,Rejected,E-mail,PhD,Chicago Booth School Of Business,7th rejection in row!!!,Econometrics & Statistics,F11
9245,3 Mar 2011,800.0,700.0,4.0,,U,4.0,3 Mar 2011,Rejected,E-mail,PhD,"The University Of Chicago, Booth School Of Business",,Econometrics & Statistics,F11
9246,3 Mar 2011,,,,,I,,3 Jan 2011,Accepted,E-mail,Masters,University Of Connecticut,"No findings, still happy :)",Statistics,F11
9247,3 Mar 2011,,,,,I,,2 Mar 2011,Rejected,E-mail,PhD,"University If Wisconsin, Madison",,Statistics,F11
9248,3 Mar 2011,,,,,O,,3 Mar 2011,Other,E-mail,PhD,Virginia Tech,"I am the guy below. I emailed gradsec for funding and they replied no, thus acceptance w/o funding => rejection",Statistics,F11
9249,3 Mar 2011,,,,,I,,3 Mar 2011,Rejected,E-mail,PhD,The Wharton School - University Of Pennsylvania,Emailed Dr. Dylan Small about status.,"Statistics, PhD",F11
9250,3 Mar 2011,,,,,I,,3 Mar 2011,Rejected,E-mail,Masters,University Of Michigan (Ann Arbor),,Applied Statistics,F11
9251,3 Mar 2011,800.0,720.0,0.0,,A,3.9,3 Mar 2011,Accepted,Postal Service,Masters,Oxford University,Conditional on graduating on time. 3.9 GPA GRE Q 800 V 720. College needs to get back to me.,Applied Statistics,F11
9252,3 Mar 2011,,,,,U,,3 Mar 2011,Rejected,E-mail,PhD,University Of Pennsylvania (UPenn) Wharton,Emailed the professor regarding the status of my application.,Statistics,F11
9253,3 Mar 2011,590.0,800.0,3.5,,I,3.66,3 Mar 2011,Rejected,E-mail,Masters,University Of Michigan,,Applied Statistics,F11
9254,2 Mar 2011,,,,,U,,2 Mar 2011,Rejected,E-mail,PhD,Texas A & M University (TAMU),"Our Graduate Committee has just finished making all of the 1st round offers for PhD applicants.  Your file has been placed in a pool of applicants for possible consideration of 2nd round offers.  If a large number of the 1st round offers are declined, the Committee will go back to the pool of applicants, re-rank them and make a 2nd round of offers sometime mid-April.",Department Of Statistics,F11
9255,2 Mar 2011,,,,,I,,2 Mar 2011,Accepted,E-mail,PhD,Boston University,,Applied Math And Statistics,F11
9256,2 Mar 2011,,,,,U,,2 Mar 2011,Accepted,E-mail,PhD,Boston University (BU),Fully funded,Statistics,F11
9257,2 Mar 2011,,,,,I,,2 Mar 2011,Accepted,E-mail,Masters,Tulane University,,Statistics,F11
9258,2 Mar 2011,,,,,I,,2 Mar 2011,Rejected,E-mail,PhD,Cornell University,,Department Of Statistics,F11
9259,2 Mar 2011,,,,,O,,25 Feb 2011,Accepted,E-mail,PhD,University Of Toronto,Canadian,Applied Probability And Statistics,F11
9260,2 Mar 2011,,,,,I,,2 Mar 2011,Rejected,E-mail,Masters,Michigan University- Ann Arbor,,Statistics,F11
9261,2 Mar 2011,800.0,800.0,5.5,,A,3.9,2 Mar 2011,Accepted,E-mail,PhD,Boston University,,Statistics,F11
9262,2 Mar 2011,800.0,800.0,5.5,,A,3.9,2 Mar 2011,Rejected,Phone,PhD,Harvard University,I called the department to check my status.,Statistics,F11
9263,2 Mar 2011,,,,,O,,2 Mar 2011,Accepted,E-mail,Masters,University Of Missouri,no funding,Department Of Statistics,F11
9264,2 Mar 2011,,,,,I,,1 Mar 2011,Rejected,E-mail,PhD,Michigan Ann Arbor,still waiting for the 1st offer/ad,Statistics,F11
9265,2 Mar 2011,770.0,530.0,5.0,,A,3.75,1 Mar 2011,Accepted,E-mail,Masters,Colorado School Of Mines,"$15,000 TAship, very nice personal email from the department chair.",Statistics,F11
9266,2 Mar 2011,,,,,I,,2 Mar 2011,Rejected,E-mail,Masters,U Of Michigan (Ann Arbor),damn...,Applied  Statistics,F11
9267,2 Mar 2011,,,,,I,,2 Mar 2011,Rejected,E-mail,PhD,Cornell University,So sad...A dream is over:(,Statistics,F11
9268,2 Mar 2011,,,,,I,,2 Mar 2011,Rejected,E-mail,Masters,University Of Michigan - Ann Arbor,so sad..............,Applied Statistics,F11
9269,2 Mar 2011,,,,,I,,1 Mar 2011,Accepted,Postal Service,Masters,Wisconsin Madison,,Applied Statistics,F11
9270,2 Mar 2011,,,,,U,,1 Mar 2011,Rejected,E-mail,Masters,"University Of Florida, Gainesville","""The pool of applicants was exceptionally strong this year and we
were forced to deny many worthy applicants""",Statistics,F11
9271,2 Mar 2011,,,,,,,1 Mar 2011,Rejected,E-mail,Masters,University Of Michigan - Ann Arbor,"Email with pdf from Graduate Chairman attached: ""We have reviewed your application for our Applied Masters program here in the Department of Statistics beginning Fall 2011. Unfortunately we are unable to admit you into our program. We have received an unusually strong batch of applications this year making the review process both more difficult and time consuming than in previous years.""",Applied Statistics,F11
9272,2 Mar 2011,,,,,I,,25 Feb 2011,Rejected,E-mail,PhD,Pennsylvania State University,,Statistics,F11
9273,2 Mar 2011,,,,,I,,1 Mar 2011,Rejected,E-mail,PhD,University Of Iowa,,Statistics,F11
9274,2 Mar 2011,,,,,I,,1 Mar 2011,Accepted,E-mail,PhD,Michigan State University,first offer! I have a school to attend!,Statistics,F11
9275,1 Mar 2011,,,,,I,,1 Mar 2011,Rejected,E-mail,PhD,Cornell University,,Department Of Statistics,F11
9276,1 Mar 2011,,,,,U,,1 Mar 2011,Rejected,E-mail,PhD,Cornell University,,Department Of Statistics,F11
9277,1 Mar 2011,,,,,U,,1 Mar 2011,Rejected,E-mail,PhD,Cornell University,,Statistics,F11
9278,1 Mar 2011,,,,,U,,1 Mar 2011,Rejected,E-mail,PhD,Cornell University,,Department Of Statistics,F11
9279,1 Mar 2011,,,,,U,,1 Mar 2011,Rejected,E-mail,PhD,Cornell University,"As expected, not so competitive.....",Department Of Statistics,F11
9280,1 Mar 2011,,,,,U,,1 Mar 2011,Rejected,E-mail,PhD,Cornell University,,Department Of Statistics,F11
9281,1 Mar 2011,,,,,I,,1 Mar 2011,Rejected,E-mail,PhD,Michigan Ann Arbor,Iranian,Statistics,F11
9282,1 Mar 2011,,,,,U,,1 Mar 2011,Rejected,E-mail,PhD,Cornell University,,Department Of Statistics,S11
9283,1 Mar 2011,,,,,A,,1 Mar 2011,Rejected,E-mail,PhD,University Of Michigan,just another reason why m*chigan sucks,Department Of Statistics,F11
9284,1 Mar 2011,,,,,U,,1 Mar 2011,Rejected,E-mail,PhD,Cornell University,,Department Of Statistics,F11
9285,1 Mar 2011,,,,,U,,1 Mar 2011,Rejected,E-mail,PhD,Cornell University,,Department Of Statistics,F11
9286,1 Mar 2011,,,,,I,,1 Mar 2011,Accepted,Website,PhD,Virginia Polytechnic Institute And State University (Virginia Tech),"To the accepted via website: did you guys see any financial info? I just have ""Acceptance""  and ""official letter to be received by mail...""?",Statistics,F11
9287,1 Mar 2011,,,,,A,,1 Mar 2011,Rejected,E-mail,PhD,Rutgers University,"We unfortunately will not be able to offer you admission to our PhD 
program. Your grades are excellent, but your math coursework is not 
extensive enough to meet the prerequisites for our department. Under 
other circu*stances I would recommend our MS program, but I note that you 
already are obtaining an MS.",Statistics,F11
9288,1 Mar 2011,,,,,A,,1 Mar 2011,Rejected,E-mail,PhD,University Of Michigan - Ann Arbor,,Statistics,F11
9289,1 Mar 2011,,,,,I,,28 Feb 2011,Accepted,E-mail,PhD,University Of British Columbia (UBC),,Statistics,F11
9290,1 Mar 2011,,,,,I,,1 Mar 2011,Rejected,E-mail,PhD,University Of Florida (UFL),,Department Of Statistics,F11
9291,1 Mar 2011,,,,,U,,1 Mar 2011,Rejected,E-mail,PhD,U Of Michigan (Ann Arbor),good bye Ann Arbor.,Statistics,F11
9292,1 Mar 2011,,,,,I,,1 Mar 2011,Rejected,E-mail,Masters,University Of Florida (Gainesville),Unexpected reject,Statistics,F11
9293,1 Mar 2011,,,,,I,,1 Mar 2011,Accepted,Postal Service,PhD,University Of Wisconsin -Madison,"offer letter issued on Feb.7,  already withdrawn around Feb.10. Hope my funding could be used to fund someone else :)",Statistics,F11
9294,1 Mar 2011,,,,,I,,1 Mar 2011,Rejected,Website,PhD,Duke University,,Applied Statistics,F11
9295,1 Mar 2011,,,,,O,,1 Mar 2011,Accepted,E-mail,PhD,University Of British Columbia (UBC),,Statistics,F11
9296,1 Mar 2011,800.0,640.0,3.5,,I,3.64,1 Mar 2011,Accepted,E-mail,Masters,University Of British Columbia,"fully financial suupport~~deadline for acceptance is April 15th~~
",Statistics,F11
9297,1 Mar 2011,,,,,I,,1 Mar 2011,Accepted,E-mail,Masters,University Of British Columbia (UBC),,Statistics,F11
9298,1 Mar 2011,790.0,490.0,5.0,,A,3.83,10 Feb 2011,Rejected,E-mail,Masters,University Of Washing,,Department Of Statistics,F11
9299,1 Mar 2011,,,,,I,,28 Feb 2011,Accepted,E-mail,Masters,"University Of Michigan, Ann Arbor","Till now 2 ad 1 rej,

",Applied Statistics,F11
9300,1 Mar 2011,,,,,U,,1 Mar 2011,Accepted,Postal Service,PhD,"University If Wisconsin, Madison",without funding,Department Of Statistics,F11
9301,1 Mar 2011,,,,,I,,1 Mar 2011,Rejected,Website,PhD,Duke Univesity,,Statistics,F11
9302,28 Feb 2011,,,,,I,,28 Feb 2011,Accepted,E-mail,PhD,Univ Of Florida,"TA + full tuition
So happy!",Statistics,F11
9303,28 Feb 2011,,,,,U,,28 Feb 2011,Rejected,E-mail,PhD,University Of Michigan (Ann Arbor),,Department Of Statistics,F11
9304,28 Feb 2011,,,,,U,,14 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",,Department Of Statistics,F11
9305,28 Feb 2011,,,,,I,,28 Feb 2011,Rejected,E-mail,PhD,University Of Michigan - Ann Arbor,,Department Of Statistics,F11
9306,28 Feb 2011,,,,,O,,28 Feb 2011,Rejected,E-mail,PhD,University Of Michigan (Ann Arbor),The secretary just attached a letter from the dean even without name on it...ironic!,Statistics,F11
9307,28 Feb 2011,,,,,U,,28 Feb 2011,Accepted,E-mail,Masters,Universit Of Michigan-Ann Arbor,No $,Applied Statistics,F11
9308,28 Feb 2011,,,,,A,,25 Feb 2011,Accepted,E-mail,PhD,UC Santa Barbara,"one year Dean's fellowship, TA'ship for subsequent year",Statistics And Applied Probability,F11
9309,28 Feb 2011,,,,,A,,23 Feb 2011,Accepted,E-mail,PhD,University Of California Los Angeles,,Statistics,F11
9310,28 Feb 2011,,,,,U,,28 Feb 2011,Rejected,E-mail,PhD,Cornell University,"Hold fast, and let go.",Department Of Statistics,F11
9311,28 Feb 2011,,,,,A,,4 Feb 2011,Accepted,E-mail,PhD,North Carolina State University,,Statistics,F11
9312,28 Feb 2011,,,,,A,,1 Feb 2011,Rejected,E-mail,PhD,University Of Washington,,Statistics,F11
9313,28 Feb 2011,,,,,U,,28 Feb 2011,Rejected,E-mail,PhD,Harvard Graduate School Of Arts And Sciences,Emailed them to inquire my application status and got the bad news. was told the denial letters were sent out slower than the offers.,Department Of Statistics,F11
9314,28 Feb 2011,,,,,A,,26 Feb 2011,Accepted,Postal Service,PhD,University Of Wisconsin -Madison,Without funding... this is nothing but a self-esteem booster.,Statistics,F11
9315,28 Feb 2011,,,,,U,,24 Feb 2011,Accepted,Postal Service,PhD,UWisconsin Madison,"no funding.................................................................................................................................
equivalent to a rejection- that sux",Statistics,F11
9316,28 Feb 2011,,,,,I,,28 Feb 2011,Accepted,E-mail,Masters,"University Of Michigan, Ann Arbor",No any departmental financial aid. Sign~,Applied Statistics,F11
9317,28 Feb 2011,,,,,A,,28 Feb 2011,Accepted,E-mail,Masters,Bowling Green State University,,Applied Statistics,F11
9318,28 Feb 2011,,,,,A,,20 Feb 2011,Accepted,Postal Service,Masters,Loyola University Chicago,,Applied Statistics,F11
9319,27 Feb 2011,800.0,590.0,3.5,590.0,I,3.5,24 Feb 2011,Rejected,E-mail,PhD,University Of California Santa Cruz (UCSC),No comments.............,Applied Mathematics And Statistics,F11
9320,27 Feb 2011,,,,,I,,27 Feb 2011,Rejected,E-mail,Masters,"University Of Wisconsin, Madison",,Statistics,F11
9321,27 Feb 2011,,,,,I,,26 Feb 2011,Rejected,E-mail,PhD,"University Of Wisconsin, Madison",,Statistics,F11
9322,26 Feb 2011,800.0,640.0,3.5,,I,3.62,10 Nov 2010,Rejected,E-mail,Masters,University Of Alberta,"not match for their program.it was my fault for not contacting individual professors in their department. 
",Statistics,F11
9323,26 Feb 2011,800.0,640.0,3.5,,I,3.62,25 Feb 2011,Rejected,E-mail,Masters,Pennsylvania State University (PSU),a flood of applicants to PSU Stat,Statistics,F11
9324,26 Feb 2011,800.0,640.0,3.5,,I,3.62,25 Feb 2011,Accepted,E-mail,Masters,University Of South Carolina,"first AD, no financial support for Masters. 
Good Luck for everyone",Statistics,F11
9325,26 Feb 2011,,,,,I,,26 Feb 2011,Accepted,E-mail,Masters,University Of South Carolina,"No financial support. To the poster below, did you receive any aid?",Statistics,F11
9326,26 Feb 2011,,,,,I,,26 Feb 2011,Rejected,E-mail,Masters,University Of Wisconsin -Madison,,Statistics,F11
9327,26 Feb 2011,,,,,I,,26 Feb 2011,Accepted,E-mail,Masters,University Of South Carolina,,Statistics,F11
9328,26 Feb 2011,,,,,I,,25 Feb 2011,Rejected,Other,PhD,UConn,I sent email to enquire..They said the official letter would be sent soon.,Statistics,F11
9329,26 Feb 2011,,,,,I,,25 Feb 2011,Rejected,E-mail,PhD,Penn State,,Statistics,F11
9330,26 Feb 2011,,,,,U,,26 Feb 2011,Accepted,Postal Service,Masters,University Of Wisconsin -Madison,Probably not gonna offer support for first term at least. I'm broke for Christ's sake :((,Statistics,F11
9331,26 Feb 2011,,,,,I,,26 Feb 2011,Rejected,E-mail,Masters,"University Of Wisconsin, Madison","GPA 3.7,V710,Q800,AW3.5,GMATHR,880.......sigh",Statistics,F11
9332,26 Feb 2011,,,,,I,,25 Feb 2011,Rejected,E-mail,PhD,University Of Wisconsin -Madison,,Statistics,F11
9333,26 Feb 2011,,,,,U,,14 Feb 2011,Rejected,E-mail,PhD,University Of California At Berkeley,,Statistics,F11
9334,26 Feb 2011,,,,,I,,26 Feb 2011,Rejected,E-mail,Masters,"University Of Wisconsin, Madison",I got it from the junk mail,Statistics,F11
9335,26 Feb 2011,,,,,U,,31 Jan 2011,Rejected,E-mail,PhD,Carnegie Mellon University,,Statistics,F11
9336,26 Feb 2011,,,,,I,,26 Feb 2011,Rejected,E-mail,PhD,University Of Wisconsin -Madison,I cant understand this rejection. It even doesn't give me an admission without funding. But it sends out huge of admission without funding every year.,Statistics,F11
9337,25 Feb 2011,,,,,U,,25 Feb 2011,Rejected,E-mail,PhD,University Of Wisconsin -Madison,2nd rej... okay...,Statistics,F11
9338,25 Feb 2011,,,,,U,,25 Feb 2011,Rejected,E-mail,PhD,Harvard Graduate Schol Of Arts And Sciences,Emailed the department and received the responding indicating that offer letters have been sent out more than 2 weeks ago. Rejection letters may not have sent out yet due its large amount.,Statistics,F11
9339,25 Feb 2011,,,,,U,,25 Feb 2011,Rejected,E-mail,Masters,University Of Waterloo,,Statistics,F11
9340,25 Feb 2011,,,,,A,,25 Feb 2011,Rejected,E-mail,PhD,UC Berkeley School Of Public Health,,"Biostatistics, Statistics",F11
9341,25 Feb 2011,,,,,U,,25 Feb 2011,Accepted,E-mail,PhD,"University Of California, Irvine (UCI)",,Department Of Statistics,F11
9342,25 Feb 2011,,,,,U,,25 Feb 2011,Rejected,E-mail,PhD,"University Of Wisconsin, Madison",got into cmu but rejected by wisconsin? ridiculous!,Statistics,F11
9343,25 Feb 2011,,,,,I,,15 Feb 2011,Wait listed,Website,PhD,Yale University,To the accepted guys.. R U Joining??? Plz inform.. its very crucial for me..,Department Of Statistics,F11
9344,25 Feb 2011,,,,,I,,25 Feb 2011,Accepted,E-mail,PhD,University Of Toronto,,Statistics,F11
9345,25 Feb 2011,,,,,A,,25 Feb 2011,Accepted,Website,PhD,"University Of Wisconsin, Madison",emailed to ask about funding...nope :o(,Statistics,F11
9346,25 Feb 2011,,,,,U,,25 Feb 2011,Rejected,E-mail,PhD,U Of Wisc-Madison,"prior information WAS strong to be rejected
Data is based on gter and the grad cafe
posterior probability of the rejection is high.
Inference: be rejected.",Statistics,F11
9347,25 Feb 2011,,,,,I,,23 Feb 2011,Accepted,E-mail,PhD,"University Of California, Los Angeles (UCLA)",first year fellowship. Bless guys in China!,Department Of Statistics,F11
9348,25 Feb 2011,,,,,I,,25 Feb 2011,Rejected,E-mail,PhD,Penn State,2nd rej.......sooooooooo disapponted.,Statistics,F11
9349,25 Feb 2011,,,,,I,,25 Feb 2011,Accepted,E-mail,PhD,Florida State University,no interview,Measurement And Statistics,F11
9350,25 Feb 2011,800.0,600.0,3.5,,U,,25 Feb 2011,Rejected,E-mail,PhD,Penn State (PSU),no love,Department Of Statistics,F11
9351,25 Feb 2011,,,,,U,,24 Feb 2011,Rejected,E-mail,PhD,Penn State (PSU),...,Department Of Statistics,F11
9352,25 Feb 2011,,,,,I,,11 Feb 2011,Accepted,E-mail,PhD,Ohio State University (OSU),Fellowship Nomination,Statistics,F11
9353,25 Feb 2011,,,,,I,,24 Feb 2011,Wait listed,E-mail,PhD,Pennsylvania State University,,Statistics,F11
